RespondentID,Is it rude to wake a passenger up if you are trying to go to the bathroom?,How often do you travel by plane?,Do you ever recline your seat when you fly?,How tall are you?,Do you have any children under 18?,Is it rude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words to the stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is it rude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is it rude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to walk around?,"In general, is it rude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?"
3432093428,"No, not at all rude",Once a year or less,Usually,"6'0""",No,"Yes, somewhat rude","Yes, somewhat rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432092158,"No, not at all rude",Once a year or less,Usually,"5'10""",Yes,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432086587,"Yes, somewhat rude",Once a year or less,Once in a while,"5'2""",Yes,"Yes, somewhat rude","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3432079098,"No, not at all rude",Once a month or less,Never,"5'11""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432077793,"Yes, somewhat rude",Once a year or less,Never,"6'2""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432076946,"No, not at all rude",Once a year or less,Usually,"5'0""",No,"Yes, somewhat rude","Yes, somewhat rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3432076181,"Yes, somewhat rude",A few times per month,Never,"5'9""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude"
3432074152,"No, not at all rude",Once a month or less,Always,"5'2""",No,"No, not rude at all","Yes, somewhat rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3432067639,"Yes, very rude",A few times per month,Never,"5'10""",No,"Yes, very rude","No, not at all rude",It is not okay to get up during flight,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","Yes, very rude","Yes, very rude"
3432063041,"No, not at all rude",Once a year or less,About half the time,"5'3""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3432062843,"No, not at all rude",Once a month or less,Once in a while,"5'6""",No,"Yes, somewhat rude","No, not at all rude",Once,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude"
3432059918,,Never,,,,,,,,,,,,,,
3432055722,"No, not at all rude",Once a year or less,Never,"6'2""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude"
3432050868,"No, not at all rude",Once a year or less,About half the time,"5'2""",No,"No, not rude at all","Yes, somewhat rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, very rude"
3432049127,,Never,,,,,,,,,,,,,,
3432045984,"No, not at all rude",Once a year or less,About half the time,"5'9""",No,"No, not rude at all","Yes, somewhat rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, very rude"
3432042471,"No, not at all rude",Once a month or less,Never,"5'4""",,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3432042001,"No, not at all rude",Once a month or less,Usually,"5'6""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude"
3432026203,"No, not at all rude",Once a year or less,Once in a while,"6'0""",Yes,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3432019714,"No, not at all rude",Once a year or less,Never,"5'5""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432002937,,Never,,,,,,,,,,,,,,
3432000900,"No, not at all rude",Once a year or less,Once in a while,"5'4""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude"
3431998894,"Yes, somewhat rude",Once a year or less,Never,"5'7""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3431991453,,Never,,,,,,,,,,,,,,
3431987978,"Yes, somewhat rude",Once a year or less,Never,"5'4""",Yes,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude"
3431985765,"Yes, somewhat rude",Once a month or less,Once in a while,"5'7""",No,"No, not rude at all","Yes, somewhat rude",Three times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","No, not at all rude"
3431975254,"Yes, somewhat rude",Once a year or less,Once in a while,"5'4""",No,"Yes, somewhat rude","Yes, somewhat rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431974147,"Yes, somewhat rude",Once a year or less,Usually,"5'1""",Yes,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431971431,"Yes, very rude",Once a year or less,Once in a while,"5'2""",No,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"Yes, somewhat rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude"
3431953153,"Yes, somewhat rude",Once a month or less,Always,"6'0""",Yes,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, very rude"
3431951668,"No, not at all rude",Once a month or less,Always,"5'6""",No,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3431949818,"No, not at all rude",Once a year or less,Always,"5'8""",No,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3431936484,"Yes, somewhat rude",Once a year or less,Usually,"6'1""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude"
3431936351,"No, not at all rude",Once a year or less,Never,"5'4""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, very rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431932411,"No, not at all rude",Once a month or less,Always,"5'8""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3431921466,"No, not at all rude",Once a year or less,About half the time,"5'4""",Yes,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431912532,"Yes, somewhat rude",Once a year or less,Once in a while,"5'10""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3431907216,"No, not at all rude",Once a year or less,Once in a while,"5'11""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude"
3431906335,,Never,,,,,,,,,,,,,,
3431904312,,Never,,,,,,,,,,,,,,
3431897367,"No, not at all rude",Once a year or less,Once in a while,"5'8""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431896498,"Yes, somewhat rude",Once a year or less,Once in a while,"5'5""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude","Yes, very rude"
3431895941,"No, not at all rude",Once a year or less,Always,"5'9""",Yes,"No, not rude at all","No, not at all rude",It is not okay to get up during flight,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3431894372,"Yes, somewhat rude",A few times per month,Once in a while,"5'8""",Yes,"Yes, somewhat rude","Yes, somewhat rude",It is not okay to get up during flight,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude","Yes, very rude"
3431893642,"No, not at all rude",Once a month or less,Always,"5'8""",Yes,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431888945,"Yes, somewhat rude",Once a year or less,Never,"5'9""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, very rude","Yes, very rude","Yes, very rude","Yes, very rude","Yes, very rude"
3431888682,,Never,,,,,,,,,,,,,,
3431885678,"No, not at all rude",Once a year or less,Never,"5'6""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3431885172,,Never,,,,,,,,,,,,,,
3431885098,"No, not at all rude",Once a month or less,Usually,"6'1""",No,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude"
3431883250,"Yes, somewhat rude",Once a year or less,Always,"5'5""",Yes,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431882220,"No, not at all rude",Once a year or less,Never,"5'9""",No,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431878240,"No, not at all rude",Once a year or less,About half the time,"5'6""",No,"No, not rude at all","Yes, very rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431875832,"Yes, somewhat rude",Once a month or less,Always,"6'0""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3431874935,,Never,,,,,,,,,,,,,,
3431873790,"Yes, somewhat rude",Once a year or less,Always,"6'0""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3431873661,,Once a month or less,,,,,,,,,,,,,,
3431871050,"Yes, somewhat rude",Once a month or less,Once in a while,"5'1""",No,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431865276,"Yes, somewhat rude",Once a month or less,Once in a while,"5'7""",No,"No, not rude at all","No, not at all rude",Once,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431864594,"No, not at all rude",Once a year or less,Once in a while,"5'2""",No,"No, not rude at all","Yes, somewhat rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude"
3431864204,"No, not at all rude",Once a year or less,About half the time,"5'3""",No,"Yes, very rude","Yes, very rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431862283,"No, not at all rude",Once a month or less,Once in a while,"5'9""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude"
3431859028,"Yes, somewhat rude",Once a year or less,Usually,"6'3""",Yes,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3431857651,"Yes, somewhat rude",Once a year or less,Once in a while,"5'7""",Yes,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3431856354,"Yes, somewhat rude",Once a year or less,About half the time,"5'11""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude"
3431853237,"Yes, somewhat rude",Once a year or less,Never,"5'2""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"Yes, somewhat rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude"
3431851037,,Never,,,,,,,,,,,,,,
3431848412,"No, not at all rude",Once a year or less,Usually,"5'7""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3431846827,"Yes, somewhat rude",Once a year or less,Always,"5'1""",No,"Yes, somewhat rude","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431845651,"No, not at all rude",Once a year or less,Usually,"5'6""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3431844950,"No, not at all rude",Once a month or less,About half the time,"5'10""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431844008,"No, not at all rude",A few times per month,Once in a while,"5'9""",No,"Yes, very rude","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude"
3431840082,"No, not at all rude",Once a year or less,Usually,"5'8""",Yes,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431838216,"No, not at all rude",Once a year or less,Once in a while,"5'6""",Yes,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431837847,"Yes, somewhat rude",Once a year or less,Once in a while,"5'9""",No,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3431837048,"No, not at all rude",Once a year or less,Usually,"5'10""",No,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3431832795,"No, not at all rude",Once a month or less,Once in a while,"5'4""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude"
3431828635,"No, not at all rude",Once a year or less,Once in a while,"5'7""",No,"No, not rude at all","Yes, somewhat rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431827807,"No, not at all rude",Once a year or less,Usually,"5'9""",No,"No, not rude at all","Yes, somewhat rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude"
3431822775,"Yes, very rude",Once a year or less,Never,"5'5""",No,"Yes, somewhat rude","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, very rude"
3431822505,,Never,,,,,,,,,,,,,,
3431821681,"No, not at all rude",Once a year or less,Once in a while,"6'1""",No,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431821208,"No, not at all rude",Once a year or less,Usually,"5'6""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3431820584,,Once a year or less,Never,"5'4""",No,"Yes, somewhat rude","No, not at all rude",Once,,,,,,,,
3431820319,"No, not at all rude",Once a year or less,Usually,"5'9""",Yes,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude"
3431818574,,Never,,,,,,,,,,,,,,
3431818301,"No, not at all rude",Once a year or less,Always,"5'4""",No,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude"
3431815266,"No, not at all rude",Once a year or less,Usually,"5'5""",No,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431814033,"Yes, somewhat rude",Once a year or less,Once in a while,"5'2""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude"
3431813221,,Never,,,,,,,,,,,,,,
3431812523,"No, not at all rude",Once a month or less,Always,"5'9""",No,"Yes, somewhat rude","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude"
3431811997,"Yes, somewhat rude",Once a year or less,About half the time,"5'9""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431811871,"Yes, somewhat rude",Once a year or less,Once in a while,"5'6""",No,"No, not rude at all","Yes, somewhat rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude"
3431811073,"Yes, somewhat rude",Once a month or less,Once in a while,"5'6""",Yes,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3431810107,"Yes, somewhat rude",Once a year or less,Never,"5'8""",No,"Yes, somewhat rude","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431809207,"Yes, somewhat rude",Once a month or less,About half the time,"5'3""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431806805,"No, not at all rude",Once a month or less,Once in a while,"5'6""",No,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude"
3431806310,"No, not at all rude",Once a year or less,About half the time,"5'3""",Yes,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431802612,"Yes, somewhat rude",Once a year or less,Always,"5'7""",No,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431797233,,Never,,,,,,,,,,,,,,
3431796148,,Never,,,,,,,,,,,,,,
3431794981,"No, not at all rude",Once a year or less,About half the time,"5'9""",Yes,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3431794171,"Yes, somewhat rude",Once a year or less,Once in a while,"5'4""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude"
3431793323,"No, not at all rude",Once a year or less,Once in a while,"5'8""",No,"No, not rude at all","No, not at all rude",Once,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude"
3431793142,"No, not at all rude",Once a year or less,Never,"5'3""",No,"Yes, somewhat rude","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3431792084,,Never,,,,,,,,,,,,,,
3431791820,"No, not at all rude",Once a year or less,Once in a while,"5'9""",No,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3431791611,"No, not at all rude",Once a year or less,Always,"5'8""",No,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3431791454,"No, not at all rude",Once a month or less,Never,"5'6""",No,"Yes, very rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3431789766,,Never,,,,,,,,,,,,,,
3431785714,"No, not at all rude",Once a month or less,Usually,"5'4""",No,"Yes, somewhat rude","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude"
3431785706,,Never,,,,,,,,,,,,,,
3431781890,"Yes, somewhat rude",Once a month or less,Once in a while,"5'11""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude"
3431780662,"No, not at all rude",Once a year or less,Never,"5'10""",Yes,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude"
